City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Kasempa,ZM,2022-03-07 08:27:39,-13.4584,25.8338,66.11,96,98,6.04
273,Acoyapa,NI,2022-03-07 08:28:39,11.9703,-85.1711,71.73,92,27,7.43
274,Sterling,US,2022-03-07 08:26:40,39.0062,-77.4286,65.21,77,40,3.44
275,Barcelona,ES,2022-03-07 08:27:25,41.3888,2.159,52.81,78,75,10.36
276,Kutum,SD,2022-03-07 08:28:40,14.2,24.6667,83.46,8,63,10.04
277,Atar,MR,2022-03-07 08:28:40,20.5169,-13.0499,57.2,51,0,12.88
278,Anadyr,RU,2022-03-07 08:28:41,64.75,177.4833,32.5,93,75,31.32
279,Sao Joao Da Barra,BR,2022-03-07 08:28:41,-21.6403,-41.0511,75.0,88,15,9.62
280,San Andres,CO,2022-03-07 08:25:13,12.5847,-81.7006,78.82,83,20,8.05
281,Rundu,NA,2022-03-07 08:28:42,-17.9333,19.7667,71.28,83,88,7.96
282,Oparino,RU,2022-03-07 08:28:42,59.8518,48.2783,8.01,77,98,4.85
283,Orthez,FR,2022-03-07 08:28:43,43.4884,-0.7724,44.53,88,7,0.34
284,Les Cayes,HT,2022-03-07 08:28:43,18.2,-73.75,73.4,81,0,3.13
285,Bima,ID,2022-03-07 08:28:44,-8.4667,118.7167,83.71,83,96,3.44
286,Waddan,LY,2022-03-07 08:28:44,29.1614,16.139,61.72,44,100,20.76
287,Souillac,MU,2022-03-07 08:28:45,-20.5167,57.5167,86.38,70,75,16.11
288,Sao Sepe,BR,2022-03-07 08:28:45,-30.1606,-53.5653,68.7,99,69,3.62
289,Yelizovo,RU,2022-03-07 08:28:46,53.1873,158.3805,32.14,69,75,11.18
290,Palestine,PS,2022-03-07 08:28:46,31.9216,35.2033,57.33,65,43,7.23
291,Tautira,PF,2022-03-07 08:28:47,-17.7333,-149.15,80.62,77,62,15.32
292,Roald,NO,2022-03-07 08:28:47,62.5833,6.1333,43.09,65,75,19.57
293,Khamaria,IN,2022-03-07 08:28:47,23.2167,79.8833,89.02,25,20,6.91
294,Noyabrsk,RU,2022-03-07 08:28:48,63.1994,75.4507,-4.49,89,100,22.59
